hafiz fatai 1 0
hafiz fatai 1 1
hafiz fatai 1 0
hafiz Computer 0 1
hafiz Computer 3 1
hafiz hafiz 1 0
player1 player2 0 1
dephizee Computer 10 1
jjj Computer 1 1
hafiz dephizee 0 0
dd Computer 0 2
hafiz Computer 0 2

p1 p1 0 0

2 2 0 1
3 Computer 0 1
a z 1 0
a z 2 1
h Computer 7 7
hafiz Computer 10 0
a Computer 1 0
1 2 1 0
1 Computer 4 2
1 1 2 1
me  you 1 0
me Computer 9 9
a Computer 1 0
ibro Computer 3 3
eugene Computer 4 3
Daniel Hafeez 5 6
